Time,Retransmissions
419,122
420,122
421,122
422,122
423,122
424,123
425,123
426,123
427,123
428,123
429,123
430,123
431,123
432,124
433,124
434,124
435,124
436,124
437,125
438,125
439,125
440,125
441,125
442,125
443,125
444,125
445,125
446,125
447,129
448,129
449,129
450,129
451,129
452,129
453,129
454,129
455,129
456,129
457,129
458,129
459,129
460,129
461,130
462,130
463,130
464,130
465,130
466,130
467,130
468,130
469,130
470,130
471,130
472,130
473,130
474,130
475,130
476,130
477,130
478,130
479,130
480,130
481,130
482,130
483,130
484,130
485,130
486,130
487,130
488,130
489,137
490,137
491,139
492,140
493,140
494,141
495,141
496,141
497,141
498,141
499,142
500,142
501,142
502,142
503,142
504,143
505,143
506,144
507,145
508,145
509,145
510,146
511,146
512,146
513,146
514,146
515,146
516,146
517,146
518,146
519,146
520,146
521,146
522,146
523,146
524,146
525,146
526,146
527,146
528,146
529,146
530,146
531,146
532,146
533,146
534,146
535,146
536,146
537,146
538,156
539,156
540,156
541,156
542,156
543,156
544,156
545,156
546,156
547,156
548,156
549,156
550,156
551,156
552,156
553,156
554,156
555,156
556,156
557,156
558,156
559,156
560,156
561,156
562,156
563,156
564,156
565,156
566,156
567,156
568,156
569,158
570,158
571,158
572,158
573,158
574,166
575,166
576,166
577,167
578,167
579,167
580,167
581,168
582,168
583,168
584,168
585,169
586,169
587,169
588,169
589,169
590,169
591,169
592,169
593,169
594,169
595,169
596,169
597,169
598,172
599,172
600,172
601,173
602,173
603,173
604,173
605,173
606,173
607,173
608,173
609,173
610,173
611,173
612,173
613,173
614,173
615,173
616,173
617,173
618,173
619,173
620,173
621,173
622,173
623,173
624,173
625,173
626,173
627,173
628,173
629,173
630,173
631,183
632,183
633,183
634,185
635,185
636,185
637,185
638,185
639,185
640,185
641,185
642,185
643,185
644,185
645,185
646,185
647,185
648,185
649,185
650,185
651,185
652,185
653,185
654,185
655,190
656,190
657,190
658,190
659,190
660,190
661,190
662,190
663,190
664,190
665,190
666,190
667,190
668,190
669,190
670,190
671,190
672,190
673,190
674,190
675,190
676,190
677,190
678,199
679,199
680,199
681,199
682,199
683,199
684,201
685,201
686,201
687,201
688,201
689,201
690,201
691,201
692,201
693,201
694,201
695,201
696,201
697,201
698,201
699,201
700,201
701,201
702,201
703,201
704,208
705,208
706,208
707,208
708,208
709,208
710,208
711,208
712,209
713,209
714,209
715,209
716,209
717,209
718,209
719,209
720,209
721,209
722,211
723,211
724,211
725,211
726,211
727,211
728,211
729,211
730,211
731,211
732,211
733,211
734,211
735,215
736,215
737,215
738,215
739,216
740,217
741,218
742,218
743,218
744,218
745,218
746,218
747,218
748,218
749,218
750,218
751,218
752,218
753,218
754,218
755,218
756,218
757,218
758,218
759,218
760,218
761,218
762,224
763,224
764,224
765,224
766,224
767,224
768,224
769,224
770,224
771,225
772,226
773,226
774,226
775,226
776,226
777,226
778,226
779,226
780,226
781,226
782,226
783,226
784,230
785,230
786,230
787,230
788,230
789,230
790,230
791,230
792,230
793,230
794,233
795,233
796,233
797,233
798,233
799,233
800,233
801,233
802,233
803,233
804,233
805,238
806,238
807,238
808,238
809,238
810,238
811,238
812,238
813,238
814,238
815,238
816,238
817,238
818,238
819,238
820,239
821,239
822,239
823,239
824,239
825,239
826,242
827,242
828,243
829,243
830,244
831,245
832,247
833,248
834,248
835,248
836,248
837,248
838,248
839,248
840,248
841,248
842,248
843,248
844,248
845,248
846,248
847,252
848,252
849,252
850,252
851,252
852,253
853,253
854,253
855,253
856,253
857,253
858,253
859,253
860,253
861,255
862,255
863,255
864,255
865,255
866,255
867,255
868,255
869,255
870,258
871,258
872,258
873,258
874,258
875,258
876,258
877,258
878,258
879,258
880,258
881,258
882,262
883,262
884,262
885,263
886,263
887,263
888,263
889,263
890,264
891,264
892,264
893,264
894,264
895,264
896,265
897,265
898,265
899,265
900,266
901,267
902,267
903,267
904,267
905,267
906,267
907,267
908,267
909,267
910,267
911,267
912,267
913,267
914,267
915,267
916,267
917,267
918,267
919,267
920,267
921,267
922,267
923,274
924,274
925,274
926,274
927,274
928,274
929,274
930,274
931,276
932,276
933,277
934,277
935,277
936,277
937,277
938,277
939,277
940,277
941,277
942,277
943,277
944,277
945,277
946,277
947,277
948,277
949,277
950,277
951,277
952,277
953,277
954,277
955,277
956,277
957,277
958,277
959,277
960,277
961,277
962,277
963,277
964,277
965,277
966,287
967,287
968,287
969,287
970,287
971,287
972,287
973,287
974,287
975,287
976,287
977,287
978,287
979,287
980,287
981,287
982,287
983,291
984,291
985,292
986,292
987,293
988,293
989,293
990,293
991,293
992,293
993,293
994,293
995,293
996,293
997,293
998,293
999,293
1000,293
1001,293
1002,293
1003,293
1004,293
1005,293
1006,293
1007,293
1008,293
1009,293
1010,293
1011,293
1012,293
1013,293
1014,293
1015,295
1016,295
1017,295
1018,295
1019,295
1020,295
1021,295
1022,296
1023,296
1024,296
